Age,Tm,Lg,G_reg,W_reg,L_reg,W/L%_reg,W > .500,Finish,G_playoff,W_playoff,L_playoff,W/L%_playoff,Notes,coachName,coach_id,seasonStartYear,coachType
59.0,PHI,NBA,82.0,49.0,33.0,0.598,8.0,3.0,10.0,5.0,5.0,0.5,,Larry Brown,12,1999,Head Coach
60.0,PHI,NBA,82.0,56.0,26.0,0.683,15.0,1.0,23.0,12.0,11.0,0.522,EC Champions,Larry Brown,12,2000,Head Coach
61.0,PHI,NBA,82.0,43.0,39.0,0.524,2.0,4.0,5.0,2.0,3.0,0.4,,Larry Brown,12,2001,Head Coach
62.0,PHI,NBA,82.0,48.0,34.0,0.585,7.0,2.0,12.0,6.0,6.0,0.5,,Larry Brown,12,2002,Head Coach
63.0,DET,NBA,82.0,54.0,28.0,0.659,13.0,2.0,23.0,16.0,7.0,0.696,NBA Champions,Larry Brown,12,2003,Head Coach
64.0,DET,NBA,82.0,54.0,28.0,0.659,13.0,1.0,25.0,15.0,10.0,0.6,EC Champions,Larry Brown,12,2004,Head Coach
65.0,NYK,NBA,82.0,23.0,59.0,0.28,-18.0,5.0,,,,,,Larry Brown,12,2005,Head Coach
68.0,CHA,NBA,82.0,35.0,47.0,0.427,-6.0,4.0,,,,,,Larry Brown,12,2008,Head Coach
69.0,CHA,NBA,82.0,44.0,38.0,0.537,3.0,4.0,4.0,0.0,4.0,0.0,,Larry Brown,12,2009,Head Coach
70.0,CHA,NBA,28.0,9.0,19.0,0.321,-5.0,4.0,,,,,,Larry Brown,12,2010,Head Coach
38.0,CLE,NBA,82.0,15.0,67.0,0.183,-26.0,4.0,,,,,,Bill Fitch,13,1970,Head Coach
39.0,CLE,NBA,82.0,23.0,59.0,0.28,-18.0,4.0,,,,,,Bill Fitch,13,1971,Head Coach
40.0,CLE,NBA,82.0,32.0,50.0,0.39,-9.0,4.0,,,,,,Bill Fitch,13,1972,Head Coach
41.0,CLE,NBA,82.0,29.0,53.0,0.354,-12.0,4.0,,,,,,Bill Fitch,13,1973,Head Coach
42.0,CLE,NBA,82.0,40.0,42.0,0.488,-1.0,3.0,,,,,,Bill Fitch,13,1974,Head Coach
43.0,CLE,NBA,82.0,49.0,33.0,0.598,8.0,1.0,13.0,6.0,7.0,0.462,,Bill Fitch,13,1975,Head Coach
44.0,CLE,NBA,82.0,43.0,39.0,0.524,2.0,4.0,3.0,1.0,2.0,0.333,,Bill Fitch,13,1976,Head Coach
45.0,CLE,NBA,82.0,43.0,39.0,0.524,2.0,3.0,2.0,0.0,2.0,0.0,,Bill Fitch,13,1977,Head Coach
46.0,CLE,NBA,82.0,30.0,52.0,0.366,-11.0,5.0,,,,,,Bill Fitch,13,1978,Head Coach
47.0,BOS,NBA,82.0,61.0,21.0,0.744,20.0,1.0,9.0,5.0,4.0,0.556,,Bill Fitch,13,1979,Head Coach
48.0,BOS,NBA,82.0,62.0,20.0,0.756,21.0,1.0,17.0,12.0,5.0,0.706,NBA Champions,Bill Fitch,13,1980,Head Coach
49.0,BOS,NBA,82.0,63.0,19.0,0.768,22.0,1.0,12.0,7.0,5.0,0.583,,Bill Fitch,13,1981,Head Coach
50.0,BOS,NBA,82.0,56.0,26.0,0.683,15.0,2.0,7.0,2.0,5.0,0.286,,Bill Fitch,13,1982,Head Coach
51.0,HOU,NBA,82.0,29.0,53.0,0.354,-12.0,6.0,,,,,,Bill Fitch,13,1983,Head Coach
52.0,HOU,NBA,82.0,48.0,34.0,0.585,7.0,2.0,5.0,2.0,3.0,0.4,,Bill Fitch,13,1984,Head Coach
53.0,HOU,NBA,82.0,51.0,31.0,0.622,10.0,1.0,20.0,13.0,7.0,0.65,WC Champions,Bill Fitch,13,1985,Head Coach
54.0,HOU,NBA,82.0,42.0,40.0,0.512,1.0,3.0,10.0,5.0,5.0,0.5,,Bill Fitch,13,1986,Head Coach
55.0,HOU,NBA,82.0,46.0,36.0,0.561,5.0,4.0,4.0,1.0,3.0,0.25,,Bill Fitch,13,1987,Head Coach
57.0,NJN,NBA,82.0,17.0,65.0,0.207,-24.0,6.0,,,,,,Bill Fitch,13,1989,Head Coach
58.0,NJN,NBA,82.0,26.0,56.0,0.317,-15.0,5.0,,,,,,Bill Fitch,13,1990,Head Coach
59.0,NJN,NBA,82.0,40.0,42.0,0.488,-1.0,3.0,4.0,1.0,3.0,0.25,,Bill Fitch,13,1991,Head Coach
62.0,LAC,NBA,82.0,17.0,65.0,0.207,-24.0,7.0,,,,,,Bill Fitch,13,1994,Head Coach
63.0,LAC,NBA,82.0,29.0,53.0,0.354,-12.0,7.0,,,,,,Bill Fitch,13,1995,Head Coach
64.0,LAC,NBA,82.0,36.0,46.0,0.439,-5.0,5.0,3.0,0.0,3.0,0.0,,Bill Fitch,13,1996,Head Coach
65.0,LAC,NBA,82.0,17.0,65.0,0.207,-24.0,7.0,,,,,,Bill Fitch,13,1997,Head Coach
42.0,HOU,NBA,82,41,41,.500,0.0,2,7,2,5,.286,,Del Harris,14,1979,Head Coach
43.0,HOU,NBA,82,40,42,.488,-1.0,3,21,12,9,.571,WC Champions,Del Harris,14,1980,Head Coach
44.0,HOU,NBA,82,46,36,.561,5.0,3,3,1,2,.333,,Del Harris,14,1981,Head Coach
45.0,HOU,NBA,82,14,68,.171,-27.0,6,,,,,,Del Harris,14,1982,Head Coach
50.0,MIL,NBA,82,42,40,.512,1.0,4,5,2,3,.400,,Del Harris,14,1987,Head Coach
51.0,MIL,NBA,82,49,33,.598,8.0,4,9,3,6,.333,,Del Harris,14,1988,Head Coach
52.0,MIL,NBA,82,44,38,.537,3.0,3,4,1,3,.250,,Del Harris,14,1989,Head Coach
53.0,MIL,NBA,82,48,34,.585,7.0,3,3,0,3,.000,,Del Harris,14,1990,Head Coach
54.0,MIL,NBA,17,8,9,.471,-0.5,6,,,,,,Del Harris,14,1991,Head Coach
57.0,LAL,NBA,82,48,34,.585,7.0,3,10,5,5,.500,,Del Harris,14,1994,Head Coach
58.0,LAL,NBA,82,53,29,.646,12.0,2,4,1,3,.250,,Del Harris,14,1995,Head Coach
59.0,LAL,NBA,82,56,26,.683,15.0,2,9,4,5,.444,,Del Harris,14,1996,Head Coach
60.0,LAL,NBA,82,61,21,.744,20.0,2,13,7,6,.538,,Del Harris,14,1997,Head Coach
61.0,LAL,NBA,12,6,6,.500,0.0,2,,,,,,Del Harris,14,1998,Head Coach
36.0,LAL,NBA,71,50,21,.704,14.5,1,14,12,2,.857,NBA Champions,Pat Riley,15,1981,Head Coach
37.0,LAL,NBA,82,58,24,.707,17.0,1,15,8,7,.533,WC Champions,Pat Riley,15,1982,Head Coach
38.0,LAL,NBA,82,54,28,.659,13.0,1,21,14,7,.667,WC Champions,Pat Riley,15,1983,Head Coach
39.0,LAL,NBA,82,62,20,.756,21.0,1,19,15,4,.789,NBA Champions,Pat Riley,15,1984,Head Coach
40.0,LAL,NBA,82,62,20,.756,21.0,1,14,8,6,.571,,Pat Riley,15,1985,Head Coach
41.0,LAL,NBA,82,65,17,.793,24.0,1,18,15,3,.833,NBA Champions,Pat Riley,15,1986,Head Coach
42.0,LAL,NBA,82,62,20,.756,21.0,1,24,15,9,.625,NBA Champions,Pat Riley,15,1987,Head Coach
43.0,LAL,NBA,82,57,25,.695,16.0,1,15,11,4,.733,WC Champions,Pat Riley,15,1988,Head Coach
44.0,LAL,NBA,82,63,19,.768,22.0,1,9,4,5,.444,,Pat Riley,15,1989,Head Coach
46.0,NYK,NBA,82,51,31,.622,10.0,2,12,6,6,.500,,Pat Riley,15,1991,Head Coach
47.0,NYK,NBA,82,60,22,.732,19.0,1,15,9,6,.600,,Pat Riley,15,1992,Head Coach
48.0,NYK,NBA,82,57,25,.695,16.0,1,25,14,11,.560,EC Champions,Pat Riley,15,1993,Head Coach
49.0,NYK,NBA,82,55,27,.671,14.0,2,11,6,5,.545,,Pat Riley,15,1994,Head Coach
50.0,MIA,NBA,82,42,40,.512,1.0,3,3,0,3,.000,,Pat Riley,15,1995,Head Coach
51.0,MIA,NBA,82,61,21,.744,20.0,1,17,8,9,.471,,Pat Riley,15,1996,Head Coach
52.0,MIA,NBA,82,55,27,.671,14.0,1,5,2,3,.400,,Pat Riley,15,1997,Head Coach
53.0,MIA,NBA,50,33,17,.660,8.0,1,5,2,3,.400,,Pat Riley,15,1998,Head Coach
54.0,MIA,NBA,82,52,30,.634,11.0,1,10,6,4,.600,,Pat Riley,15,1999,Head Coach
55.0,MIA,NBA,82,50,32,.610,9.0,2,3,0,3,.000,,Pat Riley,15,2000,Head Coach
56.0,MIA,NBA,82,36,46,.439,-5.0,6,,,,,,Pat Riley,15,2001,Head Coach
57.0,MIA,NBA,82,25,57,.305,-16.0,7,,,,,,Pat Riley,15,2002,Head Coach
60.0,MIA,NBA,61,41,20,.672,10.5,1,23,16,7,.696,NBA Champions,Pat Riley,15,2005,Head Coach
61.0,MIA,NBA,82,44,38,.537,3.0,1,4,0,4,.000,,Pat Riley,15,2006,Head Coach
62.0,MIA,NBA,82,15,67,.183,-26.0,5,,,,,,Pat Riley,15,2007,Head Coach
42.0,BOS,NBA,82,56,26,.683,15.0,1,11,5,6,.455,,Chris Ford,16,1990,Head Coach
43.0,BOS,NBA,82,51,31,.622,10.0,1,10,6,4,.600,,Chris Ford,16,1991,Head Coach
44.0,BOS,NBA,82,48,34,.585,7.0,2,4,1,3,.250,,Chris Ford,16,1992,Head Coach
45.0,BOS,NBA,82,32,50,.390,-9.0,5,,,,,,Chris Ford,16,1993,Head Coach
46.0,BOS,NBA,82,35,47,.427,-6.0,3,4,1,3,.250,,Chris Ford,16,1994,Head Coach
48.0,MIL,NBA,82,33,49,.402,-8.0,7,,,,,,Chris Ford,16,1996,Head Coach
49.0,MIL,NBA,82,36,46,.439,-5.0,7,,,,,,Chris Ford,16,1997,Head Coach
50.0,LAC,NBA,50,9,41,.180,-16.0,7,,,,,,Chris Ford,16,1998,Head Coach
51.0,LAC,NBA,45,11,34,.244,-11.5,7,,,,,,Chris Ford,16,1999,Head Coach
55.0,PHI,NBA,30,12,18,.400,-3.0,5,,,,,,Chris Ford,16,2003,Head Coach
40.0,MIN,NBA,62.0,20.0,42.0,0.323,-11.0,5.0,,,,,,Flip Saunders,17,1995,Head Coach
41.0,MIN,NBA,82.0,40.0,42.0,0.488,-1.0,3.0,3.0,0.0,3.0,0.0,,Flip Saunders,17,1996,Head Coach
42.0,MIN,NBA,82.0,45.0,37.0,0.549,4.0,3.0,5.0,2.0,3.0,0.4,,Flip Saunders,17,1997,Head Coach
43.0,MIN,NBA,50.0,25.0,25.0,0.5,0.0,4.0,4.0,1.0,3.0,0.25,,Flip Saunders,17,1998,Head Coach
44.0,MIN,NBA,82.0,50.0,32.0,0.61,9.0,3.0,4.0,1.0,3.0,0.25,,Flip Saunders,17,1999,Head Coach
45.0,MIN,NBA,82.0,47.0,35.0,0.573,6.0,4.0,4.0,1.0,3.0,0.25,,Flip Saunders,17,2000,Head Coach
46.0,MIN,NBA,82.0,50.0,32.0,0.61,9.0,3.0,3.0,0.0,3.0,0.0,,Flip Saunders,17,2001,Head Coach
47.0,MIN,NBA,82.0,51.0,31.0,0.622,10.0,3.0,6.0,2.0,4.0,0.333,,Flip Saunders,17,2002,Head Coach
48.0,MIN,NBA,82.0,58.0,24.0,0.707,17.0,1.0,18.0,10.0,8.0,0.556,,Flip Saunders,17,2003,Head Coach
49.0,MIN,NBA,51.0,25.0,26.0,0.49,-0.5,3.0,,,,,,Flip Saunders,17,2004,Head Coach
50.0,DET,NBA,82.0,64.0,18.0,0.78,23.0,1.0,18.0,10.0,8.0,0.556,,Flip Saunders,17,2005,Head Coach
51.0,DET,NBA,82.0,53.0,29.0,0.646,12.0,1.0,16.0,10.0,6.0,0.625,,Flip Saunders,17,2006,Head Coach
52.0,DET,NBA,82.0,59.0,23.0,0.72,18.0,1.0,17.0,10.0,7.0,0.588,,Flip Saunders,17,2007,Head Coach
54.0,WAS,NBA,82.0,26.0,56.0,0.317,-15.0,5.0,,,,,,Flip Saunders,17,2009,Head Coach
55.0,WAS,NBA,82.0,23.0,59.0,0.28,-18.0,5.0,,,,,,Flip Saunders,17,2010,Head Coach
56.0,WAS,NBA,17.0,2.0,15.0,0.118,-6.5,4.0,,,,,,Flip Saunders,17,2011,Head Coach
59.0,MIN,NBA,82.0,16.0,66.0,0.195,-25.0,5.0,,,,,,Flip Saunders,17,2014,Head Coach
37.0,NJN,NBA,82,26,56,.317,-15.0,5,,,,,,John Calipari,18,1996,Head Coach
38.0,NJN,NBA,82,43,39,.524,2.0,3,3,0,3,.000,,John Calipari,18,1997,Head Coach
39.0,NJN,NBA,20,3,17,.150,-7.0,7,,,,,,John Calipari,18,1998,Head Coach
34.0,NYK,NBA,23,13,10,.565,1.5,2,8,4,4,.500,,Jeff Van Gundy,19,1995,Head Coach
35.0,NYK,NBA,82,57,25,.695,16.0,2,10,6,4,.600,,Jeff Van Gundy,19,1996,Head Coach
36.0,NYK,NBA,82,43,39,.524,2.0,2,10,4,6,.400,,Jeff Van Gundy,19,1997,Head Coach
37.0,NYK,NBA,50,27,23,.540,2.0,4,20,12,8,.600,EC Champions,Jeff Van Gundy,19,1998,Head Coach
38.0,NYK,NBA,82,50,32,.610,9.0,2,16,9,7,.563,,Jeff Van Gundy,19,1999,Head Coach
39.0,NYK,NBA,82,48,34,.585,7.0,3,5,2,3,.400,,Jeff Van Gundy,19,2000,Head Coach
40.0,NYK,NBA,19,10,9,.526,0.5,7,,,,,,Jeff Van Gundy,19,2001,Head Coach
42.0,HOU,NBA,82,45,37,.549,4.0,5,5,1,4,.200,,Jeff Van Gundy,19,2003,Head Coach
43.0,HOU,NBA,82,51,31,.622,10.0,3,7,3,4,.429,,Jeff Van Gundy,19,2004,Head Coach
44.0,HOU,NBA,82,34,48,.415,-7.0,5,,,,,,Jeff Van Gundy,19,2005,Head Coach
45.0,HOU,NBA,82,52,30,.634,11.0,3,7,3,4,.429,,Jeff Van Gundy,19,2006,Head Coach
46.0,ORL,NBA,82,50,32,.610,9.0,2,3,0,3,.000,,Brian Hill,20,1993,Head Coach
47.0,ORL,NBA,82,57,25,.695,16.0,1,21,11,10,.524,EC Champions,Brian Hill,20,1994,Head Coach
48.0,ORL,NBA,82,60,22,.732,19.0,1,12,7,5,.583,,Brian Hill,20,1995,Head Coach
49.0,ORL,NBA,49,24,25,.490,-0.5,3,,,,,,Brian Hill,20,1996,Head Coach
50.0,VAN,NBA,82,19,63,.232,-22.0,6,,,,,,Brian Hill,20,1997,Head Coach
51.0,VAN,NBA,50,8,42,.160,-17.0,7,,,,,,Brian Hill,20,1998,Head Coach
52.0,VAN,NBA,22,4,18,.182,-7.0,7,,,,,,Brian Hill,20,1999,Head Coach
58.0,ORL,NBA,82,36,46,.439,-5.0,3,,,,,,Brian Hill,20,2005,Head Coach
59.0,ORL,NBA,82,40,42,.488,-1.0,3,4,0,4,.000,,Brian Hill,20,2006,Head Coach
42.0,DET,NBA,70,12,58,.171,-23.0,6,,,,,,Richie Adubato,21,1979,Head Coach
52.0,DAL,NBA,71,42,29,.592,6.5,3,3,0,3,.000,,Richie Adubato,21,1989,Head Coach
53.0,DAL,NBA,82,28,54,.341,-13.0,6,,,,,,Richie Adubato,21,1990,Head Coach
54.0,DAL,NBA,82,22,60,.268,-19.0,5,,,,,,Richie Adubato,21,1991,Head Coach
55.0,DAL,NBA,29,2,27,.069,-12.5,6,,,,,,Richie Adubato,21,1992,Head Coach
59.0,ORL,NBA,33,21,12,.636,4.5,3,5,2,3,.400,,Richie Adubato,21,1996,Head Coach
41.0,PHI,NBA,82,22,60,.268,-19.0,6,,,,,,Johnny Davis,22,1996,Head Coach
48.0,ORL,NBA,71,20,51,.282,-15.5,7,,,,,,Johnny Davis,22,2003,Head Coach
49.0,ORL,NBA,64,31,33,.484,-1.0,3,,,,,,Johnny Davis,22,2004,Head Coach
53.0,MEM,NBA,2,0,2,.000,-1.0,5,,,,,,Johnny Davis,22,2008,Head Coach
39.0,PHO,NBA,82.0,48.0,34.0,0.585,7.0,3.0,,,,,,Cotton Fitzsimmons,23,1970,Head Coach
40.0,PHO,NBA,82.0,49.0,33.0,0.598,8.0,3.0,,,,,,Cotton Fitzsimmons,23,1971,Head Coach
41.0,ATL,NBA,82.0,46.0,36.0,0.561,5.0,2.0,6.0,2.0,4.0,0.333,,Cotton Fitzsimmons,23,1972,Head Coach
42.0,ATL,NBA,82.0,35.0,47.0,0.427,-6.0,2.0,,,,,,Cotton Fitzsimmons,23,1973,Head Coach
43.0,ATL,NBA,82.0,31.0,51.0,0.378,-10.0,4.0,,,,,,Cotton Fitzsimmons,23,1974,Head Coach
44.0,ATL,NBA,74.0,28.0,46.0,0.378,-9.0,5.0,,,,,,Cotton Fitzsimmons,23,1975,Head Coach
46.0,BUF,NBA,82.0,27.0,55.0,0.329,-14.0,4.0,,,,,,Cotton Fitzsimmons,23,1977,Head Coach
47.0,KCK,NBA,82.0,48.0,34.0,0.585,7.0,1.0,5.0,1.0,4.0,0.2,,Cotton Fitzsimmons,23,1978,Head Coach
48.0,KCK,NBA,82.0,47.0,35.0,0.573,6.0,2.0,3.0,1.0,2.0,0.333,,Cotton Fitzsimmons,23,1979,Head Coach
49.0,KCK,NBA,82.0,40.0,42.0,0.488,-1.0,2.0,15.0,7.0,8.0,0.467,,Cotton Fitzsimmons,23,1980,Head Coach
50.0,KCK,NBA,82.0,30.0,52.0,0.366,-11.0,4.0,,,,,,Cotton Fitzsimmons,23,1981,Head Coach
51.0,KCK,NBA,82.0,45.0,37.0,0.549,4.0,3.0,,,,,,Cotton Fitzsimmons,23,1982,Head Coach
52.0,KCK,NBA,82.0,38.0,44.0,0.463,-3.0,4.0,3.0,0.0,3.0,0.0,,Cotton Fitzsimmons,23,1983,Head Coach
53.0,SAS,NBA,82.0,41.0,41.0,0.5,0.0,5.0,5.0,2.0,3.0,0.4,,Cotton Fitzsimmons,23,1984,Head Coach
54.0,SAS,NBA,82.0,35.0,47.0,0.427,-6.0,6.0,3.0,0.0,3.0,0.0,,Cotton Fitzsimmons,23,1985,Head Coach
57.0,PHO,NBA,82.0,55.0,27.0,0.671,14.0,2.0,12.0,7.0,5.0,0.583,,Cotton Fitzsimmons,23,1988,Head Coach
58.0,PHO,NBA,82.0,54.0,28.0,0.659,13.0,3.0,16.0,9.0,7.0,0.563,,Cotton Fitzsimmons,23,1989,Head Coach
59.0,PHO,NBA,82.0,55.0,27.0,0.671,14.0,3.0,4.0,1.0,3.0,0.25,,Cotton Fitzsimmons,23,1990,Head Coach
60.0,PHO,NBA,82.0,53.0,29.0,0.646,12.0,3.0,8.0,4.0,4.0,0.5,,Cotton Fitzsimmons,23,1991,Head Coach
64.0,PHO,NBA,49.0,27.0,22.0,0.551,2.5,4.0,4.0,1.0,3.0,0.25,,Cotton Fitzsimmons,23,1995,Head Coach
65.0,PHO,NBA,8.0,0.0,8.0,0.0,-4.0,4.0,,,,,,Cotton Fitzsimmons,23,1996,Head Coach
37.0,PHO,NBA,74.0,40.0,34.0,0.541,3.0,4.0,5.0,2.0,3.0,0.4,,Danny Ainge,24,1996,Head Coach
38.0,PHO,NBA,82.0,56.0,26.0,0.683,15.0,3.0,4.0,1.0,3.0,0.25,,Danny Ainge,24,1997,Head Coach
39.0,PHO,NBA,50.0,27.0,23.0,0.54,2.0,3.0,3.0,0.0,3.0,0.0,,Danny Ainge,24,1998,Head Coach
40.0,PHO,NBA,20.0,13.0,7.0,0.65,3.0,3.0,,,,,,Danny Ainge,24,1999,Head Coach
45.0,POR,NBA,82,44,38,.537,3.0,4,3,0,3,.000,,P.J. Carlesimo,25,1994,Head Coach
46.0,POR,NBA,82,44,38,.537,3.0,3,5,2,3,.400,,P.J. Carlesimo,25,1995,Head Coach
47.0,POR,NBA,82,49,33,.598,8.0,3,4,1,3,.250,,P.J. Carlesimo,25,1996,Head Coach
48.0,GSW,NBA,82,19,63,.232,-22.0,6,,,,,,P.J. Carlesimo,25,1997,Head Coach
49.0,GSW,NBA,50,21,29,.420,-4.0,6,,,,,,P.J. Carlesimo,25,1998,Head Coach
50.0,GSW,NBA,27,6,21,.222,-7.5,6,,,,,,P.J. Carlesimo,25,1999,Head Coach
58.0,SEA,NBA,82,20,62,.244,-21.0,5,,,,,,P.J. Carlesimo,25,2007,Head Coach
59.0,OKC,NBA,13,1,12,.077,-5.5,5,,,,,,P.J. Carlesimo,25,2008,Head Coach
63.0,BRK,NBA,54,35,19,.648,8.0,2,7,3,4,.429,,P.J. Carlesimo,25,2012,Head Coach
42.0,SAC,NBA,82,25,57,.305,-16.0,7,,,,,,Garry St. Jean,26,1992,Head Coach
43.0,SAC,NBA,82,28,54,.341,-13.0,6,,,,,,Garry St. Jean,26,1993,Head Coach
44.0,SAC,NBA,82,39,43,.476,-2.0,5,,,,,,Garry St. Jean,26,1994,Head Coach
45.0,SAC,NBA,82,39,43,.476,-2.0,5,4,1,3,.250,,Garry St. Jean,26,1995,Head Coach
46.0,SAC,NBA,67,28,39,.418,-5.5,6,,,,,,Garry St. Jean,26,1996,Head Coach
49.0,GSW,NBA,55,13,42,.236,-14.5,6,,,,,,Garry St. Jean,26,1999,Head Coach
42.0,SAC,NBA,15,6,9,.400,-1.5,6,,,,,,Eddie Jordan,27,1996,Head Coach
43.0,SAC,NBA,82,27,55,.329,-14.0,5,,,,,,Eddie Jordan,27,1997,Head Coach
49.0,WAS,NBA,82,25,57,.305,-16.0,6,,,,,,Eddie Jordan,27,2003,Head Coach
50.0,WAS,NBA,82,45,37,.549,4.0,2,10,4,6,.400,,Eddie Jordan,27,2004,Head Coach
51.0,WAS,NBA,82,42,40,.512,1.0,2,6,2,4,.333,,Eddie Jordan,27,2005,Head Coach
52.0,WAS,NBA,82,41,41,.500,0.0,2,4,0,4,.000,,Eddie Jordan,27,2006,Head Coach
53.0,WAS,NBA,82,43,39,.524,2.0,2,6,2,4,.333,,Eddie Jordan,27,2007,Head Coach
54.0,WAS,NBA,11,1,10,.091,-4.5,5,,,,,,Eddie Jordan,27,2008,Head Coach
55.0,PHI,NBA,82,27,55,.329,-14.0,4,,,,,,Eddie Jordan,27,2009,Head Coach
38.0,NYK,NBA,66,20,46,.303,-13.0,5,,,,,,Bob Hill,28,1986,Head Coach
42.0,IND,NBA,57,32,25,.561,3.5,5,5,2,3,.400,,Bob Hill,28,1990,Head Coach
43.0,IND,NBA,82,40,42,.488,-1.0,4,3,0,3,.000,,Bob Hill,28,1991,Head Coach
44.0,IND,NBA,82,41,41,.500,0.0,5,4,1,3,.250,,Bob Hill,28,1992,Head Coach
46.0,SAS,NBA,82,62,20,.756,21.0,1,15,9,6,.600,,Bob Hill,28,1994,Head Coach
47.0,SAS,NBA,82,59,23,.720,18.0,1,10,5,5,.500,,Bob Hill,28,1995,Head Coach
48.0,SAS,NBA,18,3,15,.167,-6.0,6,,,,,,Bob Hill,28,1996,Head Coach
57.0,SEA,NBA,52,22,30,.423,-4.0,3,,,,,,Bob Hill,28,2005,Head Coach
58.0,SEA,NBA,82,31,51,.378,-10.0,5,,,,,,Bob Hill,28,2006,Head Coach
48.0,SAS,NBA,64,17,47,.266,-15.0,6,,,,,,Gregg Popovich,29,1996,Head Coach
49.0,SAS,NBA,82,56,26,.683,15.0,2,9,4,5,.444,,Gregg Popovich,29,1997,Head Coach
